site_id,site_name,latitude,longitude,altitude,country,municipality,area_classification,station_type,timezone,established_date,closed_date,network,network_code
ES2170A,MOLINA DE SEGURA,38.05737,-1.20481,125.0,Spain,MOLINA DE SEGURA,urban-periphery,traffic,UTC,04/10/2023 00:00:00,,CCAA Murcia,NET_ES214A
ES2171A,SON AMETLER,39.612,2.7264,65.0,Spain,MARRATXÍ,urban-periphery,background,UTC,01/01/2024 00:00:00,,CCAA Islas Baleares,NET_ES204A
ES2172A,Cuíña,42.9573,-7.5047,450.0,Spain,LUGO,rural,industrial,UTC,01/01/2024 00:00:00,,CCAA Galicia,NET_ES212A
ES2173A,RONDA SUR,37.9701,-1.1277,41.0,Spain,MURCIA,urban-periphery,traffic,UTC,01/01/2024 00:00:00,,CCAA Murcia,NET_ES214A
ES2174A,BURGOS 6,42.3477,-3.6878,929.0,Spain,BURGOS,urban-centre,traffic,UTC,01/01/2024 00:00:00,,CCAA Castilla y León,NET_ES208A
ES2175A,ALMAZAN,41.48311,-2.5266,960.0,Spain,ALMAZÁN,urban-periphery,traffic,UTC,01/01/2024 00:00:00,,CCAA Castilla y León,NET_ES208A
ES2176A,Monte Xalo,43.20364,-8.41414,375.0,Spain,CERCEDA,rural,industrial,UTC,01/01/2024 00:00:00,,CCAA Galicia,NET_ES212A
ES2177A,Puigcerdà (Museu Cerdà),42.4338,1.9304,1185.0,Spain,PUIGCERDÀ,urban-periphery,background,UTC,01/01/2024 00:00:00,,CCAA Cataluña,NET_ES209A
ES2178A,LA LIEBRE 2,37.35944,-5.86911,5.0,Spain,ALCALÁ DE GUADAIRA,urban-periphery,industrial,UTC,01/01/2024 00:00:00,,CCAA Andalucía,NET_ES201A
ES2180A,ÓLVEGA,41.778,-1.9847,1040.0,Spain,ÓLVEGA,urban-centre,traffic,UTC,01/01/2023 00:00:00,,CCAA Castilla y León,NET_ES208A
ES2181A,PUERTO DE ALMERÍA,36.8368,-2.4779,4.0,Spain,ALMERÍA,urban-centre,industrial,UTC,01/01/2024 00:00:00,,CCAA Andalucía,NET_ES201A
ES2182A,SUR,42.71528,-7.44944,600.0,Spain,SARRIA,rural,industrial,UTC,01/01/2024 00:00:00,,CCAA Galicia,NET_ES212A
ES2183A,JUMILLA,38.4717,-1.3285,500.0,Spain,JUMILLA,urban-periphery,background,UTC,01/01/2024 00:00:00,,CCAA Murcia,NET_ES214A
ES2184A,BELLVER DE CERDANYA (EL TALLÓ),42.3629,1.7797,1057.0,Spain,BELLVER DE CERDANYA,rural,background,UTC,16/10/2024 00:00:00,,CCAA Cataluña,NET_ES209A
ES2185A,MANZANARES,38.9957,-3.3588,661.0,Spain,MANZANARES,urban-periphery,background,UTC,01/01/2025 00:00:00,,CCAA Cast. la Mancha,NET_ES207A
ES2186A,JARDÍN DE CANTOS,43.568,-5.9244,10.0,Spain,AVILÉS,urban-periphery,background,UTC,01/01/2025 00:00:00,,CCAA Asturias,NET_ES203A
ES2187A,OBSERVATORIO TEMISAS,27.8998,-15.50793,850.0,Spain,AGÜIMES,rural,background,UTC,01/01/2025 00:00:00,,CCAA Islas Canarias,NET_ES205A
ES2188A,LA ISLETA,28.15106,-15.42905,14.0,Spain,PALMAS DE GRAN CANARIA (LAS),urban-centre,industrial,UTC,01/01/2025 00:00:00,,CCAA Islas Canarias,NET_ES205A
ES2189A,MANRESA (CEIP LA FONT),41.7277,1.8385,238.0,Spain,MANRESA,urban-periphery,background,UTC,01/01/2025 00:00:00,,CCAA Cataluña,NET_ES209A
ES2190A,IGUALADA (VIRTUT-DELICIES),41.5776,1.6259,284.0,Spain,IGUALADA,urban-periphery,background,UTC,01/01/2025 00:00:00,,CCAA Cataluña,NET_ES209A
ES2191A,SURIA (CEIP FRANCESC MACIA),41.831,1.7553,325.0,Spain,SÚRIA,urban-periphery,traffic,UTC,01/01/2025 00:00:00,,CCAA Cataluña,NET_ES209A
ES2192A,SANT VICENC DELS HORTS (CEIP MARE DE DEU DEL ROCIO),41.3988,2.0021,30.0,Spain,SANT VICENÇ DELS HORTS,urban-periphery,background,UTC,01/01/2025 00:00:00,,CCAA Cataluña,NET_ES209A
ES2193A,CUBELLES (POLIESPORTIU),41.2022,1.6722,5.0,Spain,CUBELLES,urban-periphery,background,UTC,01/01/2025 00:00:00,,CCAA Cataluña,NET_ES209A
ES2194A,AIGUAFREDA (CAN BELLIT),41.7711,2.2507,427.0,Spain,AIGUAFREDA,urban-periphery,background,UTC,01/01/2025 00:00:00,,CCAA Cataluña,NET_ES209A
ES2195A,PIGNATELLI,41.6541,-0.89065,215.0,Spain,ZARAGOZA,urban-centre,background,UTC,01/01/2025 00:00:00,,CCAA Aragón,NET_ES202A
ES2196A,OBSERVATORI EIVISSA,38.9057,1.4292,33.0,Spain,EIVISSA,urban-centre,industrial,UTC,21/01/2026 00:00:00,,CCAA Islas Baleares,NET_ES204A
FI00080,Rautionkylä,61.23807,28.87369,101.0,Finland,Imatra,urban-periphery,industrial,UTC+02,01/02/1997 00:00:00,,Etelä-Karjalan verkko,NET-FI020A
FI00179,Pirkkala,61.33164,22.14306,39.0,Finland,Harjavalta,urban-periphery,industrial,UTC+02,09/11/1990 00:00:00,,Harjavallan verkko,NET-FI026A
FI00184,Kaleva,61.3135,22.135,38.0,Finland,Harjavalta,urban-periphery,industrial,UTC+02,01/05/1978 00:00:00,,Harjavallan verkko,NET-FI026A
FI00208,Luukki,60.31439,24.68486,55.0,Finland,Espoo,rural,background,UTC+02,23/09/1987 00:00:00,,Helsingin seudun verkko (HSY),NET-FI004A
FI00227,Ykspihlaja,63.84157,23.04219,7.0,Finland,Kokkola,urban-periphery,industrial,UTC+02,01/01/1992 00:00:00,,Kokkolan verkko,NET-FI022A
FI00273,Pelkolan tulliasema Raja,61.12838,28.83776,60.0,Finland,Imatra,rural,traffic,UTC+02,01/01/1998 00:00:00,,Etelä-Karjalan verkko,NET-FI020A
FI00280,Tirilä Pekkasenkatu,61.05748,28.24585,91.0,Finland,Lappeenranta,urban-periphery,background,UTC+02,01/08/2008 00:00:00,,Etelä-Karjalan verkko,NET-FI020A
FI00294,Sorsasalo,62.95529,27.69797,90.0,Finland,Kuopio,urban-periphery,industrial,UTC+02,01/01/1991 00:00:00,,Kuopion verkko,NET-FI016A
FI00301,Pyykösjärvi,65.04338,25.4979,18.0,Finland,Oulu,urban-periphery,background,UTC+02,01/02/1991 00:00:00,,Oulun verkko,NET-FI006A
FI00339,Mustijoki,60.36005,25.56605,13.0,Finland,Porvoo,rural,industrial,UTC+02,21/08/1991 00:00:00,,Neste Oyj -verkko,NET-FI009A
FI00349,Utö,59.77923,21.37395,7.0,Finland,Parainen,rural,background,UTC+02,17/11/1993 00:00:00,,Ilmatieteen laitoksen verkko,NET-FI002A
FI00352,Oulanka,66.3217,29.40157,310.0,Finland,Kuusamo,rural,background,UTC+02,26/04/1994 00:00:00,,Ilmatieteen laitoksen verkko,NET-FI002A
FI00356,Sammaltunturi,67.96715,24.11233,566.0,Finland,Muonio,rural,background,UTC+02,05/09/1991 00:00:00,,Ilmatieteen laitoksen verkko,NET-FI002A
FI00359,Lapaluoto,64.66769,24.41928,11.0,Finland,Raahe,urban-periphery,industrial,UTC+02,01/01/2005 00:00:00,,Raahen verkko,NET-FI001A
FI00397,Bottenviksvägen,63.67912,22.71837,8.0,Finland,Pietarsaari,urban-centre,traffic,UTC+02,01/04/1997 00:00:00,,Pietarsaaren seudun verkko,NET-FI029A
FI00424,Mansikkala,61.18892,28.77012,75.0,Finland,Imatra,urban-centre,traffic,UTC+02,01/09/1999 00:00:00,,Etelä-Karjalan verkko,NET-FI020A
FI00425,Kallio 2,60.18739,24.9506,18.0,Finland,Helsinki,urban-centre,background,UTC+02,20/01/2014 00:00:00,,Helsingin seudun verkko (HSY),NET-FI004A
FI00427,Matorova,68.00049,24.24566,340.0,Finland,Kittilä,rural-regional,background,UTC+02,17/11/2021 00:00:00,,Ilmatieteen laitoksen verkko,NET-FI002A
FI00433,Teppanala,61.15304,28.81014,62.0,Finland,Imatra,urban-periphery,industrial,UTC+02,01/08/1994 00:00:00,,Etelä-Karjalan verkko,NET-FI020A
FI00444,Naantalin keskusta,60.46744,22.0284,14.0,Finland,Naantali,urban-centre,traffic,UTC+02,01/01/1999 00:00:00,,Turun seudun verkko,NET-FI013A
FI00446,Oulun keskusta 2,65.00997,25.47132,5.0,Finland,Oulu,urban-centre,traffic,UTC+02,10/12/1997 00:00:00,,Oulun verkko,NET-FI006A
FI00455,Laune,60.96704,25.65489,85.0,Finland,Lahti,urban-periphery,traffic,UTC+02,01/01/2002 00:00:00,,Lahden verkko,NET-FI012A
FI00460,Ruissalo Saaronniemi,60.42532,22.09611,6.0,Finland,Turku,rural,background,UTC+02,01/01/1999 00:00:00,,Turun seudun verkko,NET-FI013A
FI00465,Vaasan keskusta,63.09515,21.61832,15.0,Finland,Vaasa,urban-centre,traffic,UTC+02,01/09/2001 00:00:00,,Vaasan verkko,NET-FI028A
FI00511,Koskikatu 1,62.59909,29.7634,80.0,Finland,Joensuu,urban-centre,background,UTC+02,01/01/2003 00:00:00,,Joensuun verkko,NET-FI032A
FI00544,Sodankylä 2,67.36185,26.63781,180.0,Finland,Sodankylä,rural,background,UTC+02,01/01/2014 00:00:00,,Ilmatieteen laitoksen verkko,NET-FI002A
FI00546,Porrassalmenkatu,61.68636,27.27334,89.0,Finland,Mikkeli,urban-centre,traffic,UTC+02,06/03/2003 00:00:00,,Etelä-Savon verkko,NET-FI017A
FI00549,Pirkankatu,61.49873,23.73569,120.0,Finland,Tampere,urban-centre,traffic,UTC+02,19/03/2004 00:00:00,,Tampereen verkko,NET-FI003A
FI00558,Maaherrankatu,62.89334,27.68688,87.0,Finland,Kuopio,urban-centre,traffic,UTC+02,07/03/2006 00:00:00,,Kuopion verkko,NET-FI016A
FI00564,Mannerheimintie,60.16964,24.93924,7.0,Finland,Helsinki,urban-centre,traffic,UTC+02,04/01/2005 00:00:00,,Helsingin seudun verkko (HSY),NET-FI004A
FI00570,Raahen keskusta 2,64.68337,24.48162,3.0,Finland,Raahe,urban-centre,traffic,UTC+02,01/01/2005 00:00:00,,Raahen verkko,NET-FI001A
FI00606,Lappeenrannan keskusta 4,61.05576,28.18431,106.0,Finland,Lappeenranta,urban-centre,traffic,UTC+02,16/06/2008 00:00:00,,Etelä-Karjalan verkko,NET-FI020A
FI00621,Hyytiälä,61.8463,24.2949,170.0,Finland,Juupajoki,rural-remote,background,UTC+02,06/11/2016 00:00:00,,Ilmatieteen laitoksen verkko,NET-FI002A
FI00781,Vartiokylä Huivipolku,60.22393,25.10244,14.0,Finland,Helsinki,urban-periphery,background,UTC+02,22/01/2009 00:00:00,,Helsingin seudun verkko (HSY),NET-FI004A
FI00801,Kaleva,61.4991,23.80221,109.0,Finland,Tampere,urban-centre,background,UTC+02,30/01/2009 00:00:00,,Tampereen verkko,NET-FI003A
FI00838,Epila 2,61.50854,23.67583,100.0,Finland,Tampere,urban-periphery,traffic,UTC+02,18/11/2009 00:00:00,,Tampereen verkko,NET-FI003A
FI00839,Tasavallankatu,62.88198,27.66193,107.0,Finland,Kuopio,urban-centre,traffic,UTC+02,21/12/2009 00:00:00,,Kuopion verkko,NET-FI016A
FI00841,Leppävaara 4,60.22024,24.81133,9.0,Finland,Espoo,urban-centre,traffic,UTC+02,08/01/2010 00:00:00,,Helsingin seudun verkko (HSY),NET-FI004A
FI00867,Satulakatu,60.97907,25.59109,155.0,Finland,Lahti,urban-periphery,background,UTC+02,19/12/2011 00:00:00,,Lahden verkko,NET-FI012A
FI00889,Saimaankatu,60.99129,25.66579,85.0,Finland,Lahti,urban-centre,traffic,UTC+02,10/05/2013 00:00:00,,Lahden verkko,NET-FI012A
FI00892,Kankaan Koulu,60.87045,26.701,75.0,Finland,Kouvola,urban-centre,traffic,UTC+02,06/11/2013 00:00:00,,Kouvolan verkko,NET-FI024A
FI00919,Kuopio Niirala,62.88875,27.65397,122.0,Finland,Kuopio,urban-periphery,background,UTC+02,12/12/2018 00:00:00,,Kuopion verkko,NET-FI016A
FI00928,Pori Paanakedonkatu,61.48226,21.81329,2.0,Finland,Pori,urban-centre,traffic,UTC+02,27/10/2016 00:00:00,,Porin verkko,NET-FI018A
FI00952,Jyväskylä Hannikaisenkatu,62.23817,25.74788,82.0,Finland,Jyväskylä,urban-centre,traffic,UTC+02,31/08/2018 00:00:00,,Jyväskylän verkko,NET-FI011A
FI00955,Kuopio Savilahti KYS,62.89553,27.64725,102.0,Finland,Kuopio,urban-centre,traffic,UTC+02,15/01/2019 00:00:00,,Kuopion verkko,NET-FI016A
FI00972,Lohja Harjula,60.24903,24.06947,70.0,Finland,Lohja,urban-centre,background,UTC+02,01/01/2020 00:00:00,,Lohjan verkko,NET-FI021A
FI00981,Lahti Mustamäenkatu,60.96271,25.64369,83.0,Finland,Lahti,urban-periphery,background,UTC+02,01/01/2020 00:00:00,,Lahden verkko,NET-FI012A
FI00992,Järvenpää Helsingintie,60.46972,25.08735,41.0,Finland,Järvenpää,urban-centre,traffic,UTC+02,01/01/2022 00:00:00,,Uudenmaan verkko,NET-FI033A
FI01004,Virolahti Harju,60.53774,27.55872,20.0,Finland,Virolahti,rural,background,UTC+02,01/01/2024 00:00:00,,Ilmatieteen laitoksen verkko,NET-FI002A
FI01020,Tampere Lakalaiva,61.45519,23.76355,122.0,Finland,Tampere,urban-centre,traffic,UTC+02,01/12/2025 00:00:00,,Tampereen verkko,NET-FI003A
FR01011,Metz-Centre,49.11944,6.18083,192.0,France,METZ,urban-centre,background,UTC,01/01/1989 00:00:00,,ATMO GRAND EST,NET-FR075A
FR01018,Scy-Chazelles,49.1075,6.12278,170.0,France,SCY-CHAZELLES,urban-periphery,background,UTC,28/09/2000 00:00:00,,ATMO GRAND EST,NET-FR075A
FR01061,Florange_Bétange_HAP,49.3331,6.1147,167.0,France,FLORANGE,urban-periphery,background,UTC,01/01/2012 00:00:00,,ATMO GRAND EST,NET-FR075A
FR01065,Belleville sur Meuse,49.16778,5.38746,195.0,France,BELLEVILLE-SUR-MEUSE,urban-centre,traffic,UTC,10/01/2014 00:00:00,,ATMO GRAND EST,NET-FR075A
FR02004,Martigues P. Central,43.41666,5.04273,107.0,France,MARTIGUES,urban-centre,industrial,UTC,01/10/1976 00:00:00,,ATMO SUD,NET-FR070A
FR02008,Port de Bouc Leque,43.40195,4.98192,3.0,France,PORT-DE-BOUC,urban-centre,industrial,UTC,01/10/1976 00:00:00,,ATMO SUD,NET-FR070A
FR02011,Fos sur Mer,43.43786,4.94512,21.0,France,FOS-SUR-MER,urban-periphery,industrial,UTC,01/09/1976 00:00:00,,ATMO SUD,NET-FR070A
FR02013,Fos Les Carabins,43.45893,4.93457,4.0,France,FOS-SUR-MER,urban-periphery,industrial,UTC,09/06/1997 00:00:00,,ATMO SUD,NET-FR070A
FR02028,Martigues Lavera,43.38656,5.02687,49.0,France,MARTIGUES,urban-periphery,industrial,UTC,27/02/2006 00:00:00,,ATMO SUD,NET-FR070A
FR03006,MARSEILLE RABATAU,43.27645,5.39736,17.0,France,MARSEILLE 8E ARRONDISSEMENT,urban-centre,traffic,UTC,22/01/2008 00:00:00,,ATMO SUD,NET-FR070A
FR03027,PLAN AUPS/STE  BAUME,43.3352,5.72737,682.0,France,PLAN-D'AUPS-SAINTE-BAUME,unknown,background,UTC,22/12/2022 00:00:00,,ATMO SUD,NET-FR070A
FR03037,VALLEE HUVEAUNE,43.28334,5.51138,74.0,France,LA PENNE-SUR-HUVEAUNE,urban-periphery,industrial,UTC,06/01/2011 00:00:00,,ATMO SUD,NET-FR070A
FR03043,MARSEILLE 5 AVENUES,43.30529,5.39472,73.0,France,MARSEILLE 4E ARRONDISSEMENT,urban-centre,background,UTC,08/06/1995 00:00:00,,ATMO SUD,NET-FR070A
FR03048,AIX PLATANES,43.55578,5.46123,296.0,France,AIX-EN-PROVENCE,urban-periphery,background,UTC,02/06/2000 00:00:00,,ATMO SUD,NET-FR070A
FR03070,ESTEREL,43.43787,6.76839,5.0,France,FRÉJUS,urban-periphery,background,UTC,15/10/2015 00:00:00,,ATMO SUD,NET-FR070A
FR03071,TOULON CLARET,43.13111,5.92418,26.0,France,TOULON,urban-centre,background,UTC,26/11/2016 00:00:00,,ATMO SUD,NET-FR070A
FR03088,CARPENTRAS,44.06035,5.06741,115.0,France,CARPENTRAS,urban-periphery,background,UTC,16/03/2012 00:00:00,,ATMO SUD,NET-FR070A
FR03091,Avignon Rocade De Gaulle,43.9314,4.82688,21.0,France,AVIGNON,urban-centre,traffic,UTC,26/09/2022 00:00:00,,ATMO SUD,NET-FR070A
FR04002,GENNEVILLIERS,48.93032,2.29435,28.0,France,GENNEVILLIERS,urban-centre,background,UTC,24/08/1993 00:00:00,,AIRPARIF,NET-FR004A
FR04014,PARIS 12eme,48.83722,2.3939,40.0,France,PARIS 12E ARRONDISSEMENT,urban-centre,background,UTC,11/09/1991 00:00:00,,AIRPARIF,NET-FR004A
FR04023,CERGY-PONTOISE,49.04639,2.04306,85.0,France,CERGY,urban-centre,background,UTC,25/01/2000 00:00:00,,AIRPARIF,NET-FR004A
FR04024,GONESSE,48.99083,2.44472,65.0,France,GONESSE,urban-periphery,background,UTC,07/07/2004 00:00:00,,AIRPARIF,NET-FR004A
FR04029,VERSAILLES,48.79917,2.13056,125.0,France,VERSAILLES,urban-periphery,background,UTC,09/06/1992 00:00:00,,AIRPARIF,NET-FR004A
FR04031,Av Champs Elysees,48.86877,2.31123,34.0,France,PARIS 8E ARRONDISSEMENT,urban-centre,traffic,UTC,24/12/1990 00:00:00,,AIRPARIF,NET-FR004A
FR04037,PARIS 13eme,48.82861,2.36028,57.0,France,PARIS 13E ARRONDISSEMENT,urban-centre,background,UTC,11/09/1991 00:00:00,,AIRPARIF,NET-FR004A
FR04038,Zone Rurale SO,48.58194,1.88333,152.0,France,SONCHAMP,rural-regional,background,UTC,15/06/1992 00:00:00,,AIRPARIF,NET-FR004A
FR04048,Zone Rurale Nord,49.10028,2.34389,140.0,France,SAINT-MARTIN-DU-TERTRE,rural-regional,background,UTC,01/01/2024 00:00:00,,AIRPARIF,NET-FR004A
FR04049,LES ULIS,48.67944,2.16556,159.0,France,LES ULIS,urban-periphery,background,UTC,10/05/2000 00:00:00,,AIRPARIF,NET-FR004A
FR04051,ARGENTEUIL,48.95139,2.22361,56.0,France,ARGENTEUIL,urban-centre,background,UTC,19/12/1992 00:00:00,,AIRPARIF,NET-FR004A
FR04055,PARIS 1er Les Halles,48.86212,2.34462,35.0,France,PARIS 1ER ARRONDISSEMENT,urban-centre,background,UTC,16/05/2002 00:00:00,,AIRPARIF,NET-FR004A
FR04059,SAINT-DENIS,48.93722,2.36167,31.0,France,SAINT-DENIS,urban-centre,background,UTC,16/06/1994 00:00:00,,AIRPARIF,NET-FR004A
FR04060,PARIS 7eme,48.8572,2.2933,31.0,France,PARIS 7E ARRONDISSEMENT,urban-centre,background,UTC,27/02/1992 00:00:00,,AIRPARIF,NET-FR004A
FR04063,MANTES-LA-JOLIE,48.9964,1.7033,32.0,France,MANTES-LA-JOLIE,urban-periphery,background,UTC,27/02/1992 00:00:00,,AIRPARIF,NET-FR004A
FR04066,Zone rurale Sud,48.36417,2.23694,134.0,France,BOIS-HERPIN,rural-regional,background,UTC,12/04/2008 00:00:00,,AIRPARIF,NET-FR004A
FR04069,MELUN,48.54139,2.66139,56.0,France,MELUN,urban-periphery,background,UTC,19/11/1993 00:00:00,,AIRPARIF,NET-FR004A
FR04098,LOGNES,48.84028,2.63528,80.0,France,LOGNES,urban-centre,background,UTC,07/01/2004 00:00:00,,AIRPARIF,NET-FR004A
FR04099,NOGENT-SUR-MARNE,48.84056,2.48444,88.0,France,NOGENT-SUR-MARNE,urban-centre,background,UTC,01/01/2004 00:00:00,,AIRPARIF,NET-FR004A
FR04100,VILLEMOMBLE,48.88195,2.50722,85.0,France,VILLEMOMBLE,urban-centre,background,UTC,19/03/2004 00:00:00,,AIRPARIF,NET-FR004A
FR04101,CHAMPIGNY-SUR-MARNE,48.81639,2.5175,74.0,France,CHAMPIGNY-SUR-MARNE,urban-centre,background,UTC,18/01/2005 00:00:00,,AIRPARIF,NET-FR004A
FR04118,Place de l'Opéra,48.87027,2.3325,45.0,France,PARIS 2E ARRONDISSEMENT,urban-centre,traffic,UTC,31/12/2012 00:00:00,,AIRPARIF,NET-FR004A
FR04123,RN2-PANTIN,48.90222,2.39083,44.0,France,PANTIN,urban-centre,traffic,UTC,27/04/2009 00:00:00,,AIRPARIF,NET-FR004A
FR04141,Quai des Celestins,48.85278,2.36056,35.0,France,PARIS 4E ARRONDISSEMENT,urban-centre,traffic,UTC,24/08/1993 00:00:00,,AIRPARIF,NET-FR004A
FR04142,Zone Rurale Nord-Est,49.02806,2.75028,162.0,France,MONTGÉ-EN-GOËLE,rural-regional,background,UTC,15/05/1993 00:00:00,,AIRPARIF,NET-FR004A
FR04149,MONTGERON,48.7067,2.4572,68.0,France,MONTGERON,urban-centre,background,UTC,06/06/1994 00:00:00,,AIRPARIF,NET-FR004A
FR04150,LA DEFENSE,48.89139,2.24056,58.0,France,PUTEAUX,urban-centre,background,UTC,02/05/1995 00:00:00,,AIRPARIF,NET-FR004A
FR04156,BOBIGNY,48.9025,2.4525,51.0,France,BOBIGNY,urban-centre,background,UTC,04/09/1995 00:00:00,,AIRPARIF,NET-FR004A
FR04158,Zone Rurale NO,49.06309,1.86638,122.0,France,FRÉMAINVILLE,rural-regional,background,UTC,08/07/2009 00:00:00,,AIRPARIF,NET-FR004A
FR04173,RD934 Coulommiers,48.8059,3.08416,73.0,France,COULOMMIERS,urban-periphery,traffic,UTC,27/02/2013 00:00:00,,AIRPARIF,NET-FR004A
FR04179,PARIS Stade Lenglen,48.83039,2.26989,32.0,France,PARIS 15E ARRONDISSEMENT,urban-centre,background,UTC,24/12/2013 00:00:00,,AIRPARIF,NET-FR004A
FR04180,RN20 - MONTLHERY,48.64093,2.26872,81.0,France,MONTLHÉRY,urban-periphery,traffic,UTC,06/12/2014 00:00:00,,AIRPARIF,NET-FR004A
FR04181,RAMBOUILLET,48.63373,1.83053,164.0,France,RAMBOUILLET,urban-periphery,background,UTC,15/12/2014 00:00:00,,AIRPARIF,NET-FR004A
FR04184,BAGNEAUX-SUR-LOING,48.23148,2.70618,62.0,France,BAGNEAUX-SUR-LOING,urban-periphery,industrial,UTC,05/01/2016 00:00:00,,AIRPARIF,NET-FR004A
FR04185,POMMEUSE,48.81588,2.99125,72.0,France,POMMEUSE,urban-centre,background,UTC,24/11/2016 00:00:00,,AIRPARIF,NET-FR004A
FR04319,TREMBLAY-EN-FRANCE,48.95555,2.57528,65.0,France,TREMBLAY-EN-FRANCE,urban-periphery,background,UTC,14/05/1998 00:00:00,,AIRPARIF,NET-FR004A
FR04323,EVRY,48.62722,2.42917,81.0,France,ÉVRY-COURCOURONNES,urban-centre,background,UTC,17/12/1998 00:00:00,,AIRPARIF,NET-FR004A
FR04324,Zone Rurale Est,48.76167,3.05833,120.0,France,BEAUTHEIL-SAINTS,rural-regional,background,UTC,06/01/1999 00:00:00,,AIRPARIF,NET-FR004A
FR04331,LIMAY,48.98552,1.75414,35.0,France,LIMAY,urban-periphery,industrial,UTC,30/12/2014 00:00:00,,AIRPARIF,NET-FR004A
FR05037,Caucriauville,49.50391,0.17573,70.0,France,LE HAVRE,urban-centre,background,UTC,01/01/1976 00:00:00,,ATMO NORMANDIE,NET-FR069A
FR05040,Honfleur Sce Tech.,49.41511,0.2437,24.0,France,HONFLEUR,urban-centre,background,UTC,01/01/2021 00:00:00,,ATMO NORMANDIE,NET-FR069A
FR05056,Quillebeuf Phare,49.47372,0.52616,5.0,France,QUILLEBEUF-SUR-SEINE,unknown,industrial,UTC,19/09/1991 00:00:00,,ATMO NORMANDIE,NET-FR069A
FR05069,Tancarville Mairie,49.48768,0.45176,96.0,France,TANCARVILLE,unknown,industrial,UTC,08/09/1997 00:00:00,,ATMO NORMANDIE,NET-FR069A
FR05070,Harfleur Ecole Coty,49.505,0.20169,15.0,France,HARFLEUR,urban-centre,background,UTC,16/04/1998 00:00:00,,ATMO NORMANDIE,NET-FR069A
FR05074,Le Havre Ec. Herriot,49.48963,0.1007,5.0,France,LE HAVRE,urban-centre,background,UTC,28/04/1999 00:00:00,,ATMO NORMANDIE,NET-FR069A
FR05080,Rogerville Mairie,49.50362,0.26687,92.0,France,ROGERVILLE,urban-periphery,industrial,UTC,03/12/1999 00:00:00,,ATMO NORMANDIE,NET-FR069A
FR05081,La Cerlangue,49.50404,0.41159,120.0,France,LA CERLANGUE,unknown,industrial,UTC,11/05/2001 00:00:00,,ATMO NORMANDIE,NET-FR069A
FR05082,Touques,49.348,0.10925,45.0,France,TOUQUES,urban-periphery,background,UTC,28/05/2003 00:00:00,,ATMO NORMANDIE,NET-FR069A
FR05083,Gonfreville l Orcher,49.50273,0.23249,80.0,France,GONFREVILLE-L'ORCHER,urban-centre,industrial,UTC,19/07/2000 00:00:00,,ATMO NORMANDIE,NET-FR069A
FR05084,NDGravenchon Pasteur,49.49333,0.57185,35.0,France,PORT-JÉRÔME-SUR-SEINE,urban-centre,industrial,UTC,23/05/2003 00:00:00,,ATMO NORMANDIE,NET-FR069A
FR05085,Lillebonne,49.51215,0.53904,18.0,France,LILLEBONNE,urban-centre,industrial,UTC,17/10/2008 00:00:00,,ATMO NORMANDIE,NET-FR069A
FR05087,Maison Parc Brotonne,49.49842,0.7587,10.0,France,NOTRE-DAME-DE-BLIQUETUIT,rural-regional,background,UTC,10/01/2014 00:00:00,,ATMO NORMANDIE,NET-FR069A
FR05090,Le Havre ville-haute,49.51469,0.10065,92.0,France,LE HAVRE,urban-centre,background,UTC,15/01/2015 00:00:00,,ATMO NORMANDIE,NET-FR069A
FR05500,Gonfreville l Orcher Côte Blanche,49.4989,0.2296,5.0,France,GONFREVILLE-L'ORCHER,urban-centre,industrial,UTC,05/01/2007 00:00:00,,ATMO NORMANDIE,NET-FR069A
FR05501,Gonfreville Pissotière à Madame,49.4975,0.2531,6.0,France,ROGERVILLE,urban-centre,industrial,UTC,05/01/2007 00:00:00,,ATMO NORMANDIE,NET-FR069A
FR05502,Quillebeuf sur Seine rue Féret,49.4675,0.531,20.0,France,QUILLEBEUF-SUR-SEINE,unknown,industrial,UTC,02/01/2008 00:00:00,,ATMO NORMANDIE,NET-FR069A
FR05503,Notre Dame de Gravenchon Prevert,49.4811,0.57461,9.0,France,PORT-JÉRÔME-SUR-SEINE,urban-centre,industrial,UTC,02/01/2008 00:00:00,,ATMO NORMANDIE,NET-FR069A
FR06003,Douai Theuriet,50.37822,3.06586,28.0,France,DOUAI,urban-centre,background,UTC,01/01/2004 00:00:00,,ATMO HAUTS DE FRANCE,NET-FR074A
FR06133,Cartignies,50.09225,3.85003,151.0,France,CARTIGNIES,unknown,background,UTC,29/12/2017 00:00:00,,ATMO HAUTS DE FRANCE,NET-FR074A
FR07004,Montferrand,45.79728,3.11383,340.0,France,CLERMONT-FERRAND,urban-centre,background,UTC,01/01/2004 00:00:00,,ATMO AUVERGNE-RHÔNE-ALPES,NET-FR071A
FR07022,Paray le Fresil,46.65267,3.60067,235.0,France,PARAY-LE-FRÉSIL,rural-regional,background,UTC,22/02/2011 00:00:00,,ATMO AUVERGNE-RHÔNE-ALPES,NET-FR071A
FR07031,Rageade,45.10472,3.27736,1040.0,France,RAGEADE,rural-regional,background,UTC,25/06/2013 00:00:00,,ATMO AUVERGNE-RHÔNE-ALPES,NET-FR071A
FR07051,Beaulieu,45.769,3.155,344.0,France,CLERMONT-FERRAND,urban-periphery,industrial,UTC,05/03/2015 00:00:00,,ATMO AUVERGNE-RHÔNE-ALPES,NET-FR071A
